
Subcategorías detectadas en [Lácteos, Huevos y Refrigerados]: 186
 - Leches, cremas y bebidas vegetales | Leches, cremas y bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales
 - Yoghurt | Probióticos y funcionales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/probioticos-y-funcionales
 - Yoghurt | Formato familiar -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/formato-familiar
 - Yoghurt | Mantequillas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas
 - Yoghurt | Mantequilla -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/mantequilla
 - Yoghurt | Margarina y manteca -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/margarina-y-manteca
 - Yoghurt | Huevos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos
 - Yoghurt | Huevos gallina -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-gallina
 - Yoghurt | Huevos especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-especiales
 - Yoghurt | Postres -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres
 - Yoghurt | Compotas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/compotas
 - Yoghurt | Jaleas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/jaleas
 - Yoghurt | Flanes -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/flanes
 - Yoghurt | Leche asada y arroz con leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/leche-asada-y-arroz-con-leche
 - Yoghurt | Sémolas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/semolas
 - Yoghurt | Postres especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/postres-especiales
 - Yoghurt | Bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/bebidas-vegetales
 - Mantequillas | Leches, cremas y bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales
 - Mantequillas | Leches blancas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-blancas
 - Mantequillas | Leches sin lactosa -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-sin-lactosa
 - Mantequillas | Leches saborizadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-saborizadas
 - Mantequillas | Leches cultivadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-cultivadas
 - Mantequillas | Cremas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/cremas
 - Mantequillas | Leche en polvo y suplementos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leche-en-polvo-y-suplementos
 - Mantequillas | Saborizantes para leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/saborizantes-para-leche
 - Mantequillas | Bebidas lácteas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/bebidas-lacteas
 - Mantequillas | Leches individuales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-individuales
 - Mantequillas | Yoghurt -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt
 - Mantequillas | Batido -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/batido
 - Mantequillas | Proteína -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/proteina
 - Mantequillas | Trozos y especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/trozos-y-especiales
 - Mantequillas | Con cereal e infantiles -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/con-cereal-e-infantiles
 - Mantequillas | Probióticos y funcionales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/probioticos-y-funcionales
 - Mantequillas | Formato familiar -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/formato-familiar
 - Mantequillas | Mantequillas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas
 - Mantequillas | Mantequilla -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/mantequilla
 - Mantequillas | Margarina y manteca -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/margarina-y-manteca
 - Mantequillas | Huevos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos
 - Mantequillas | Huevos gallina -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-gallina
 - Mantequillas | Huevos especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-especiales
 - Mantequillas | Postres -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres
 - Mantequillas | Compotas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/compotas
 - Mantequillas | Jaleas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/jaleas
 - Mantequillas | Flanes -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/flanes
 - Mantequillas | Leche asada y arroz con leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/leche-asada-y-arroz-con-leche
 - Mantequillas | Sémolas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/semolas
 - Mantequillas | Postres especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/postres-especiales
 - Mantequillas | Bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/bebidas-vegetales
 - Huevos | Leches, cremas y bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales
 - Huevos | Leches blancas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-blancas
 - Huevos | Leches sin lactosa -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-sin-lactosa
 - Huevos | Leches saborizadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-saborizadas
 - Huevos | Leches cultivadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-cultivadas
 - Huevos | Cremas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/cremas
 - Huevos | Leche en polvo y suplementos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leche-en-polvo-y-suplementos
 - Huevos | Saborizantes para leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/saborizantes-para-leche
 - Huevos | Bebidas lácteas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/bebidas-lacteas
 - Huevos | Leches individuales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-individuales
 - Huevos | Yoghurt -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt
 - Huevos | Batido -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/batido
 - Huevos | Proteína -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/proteina
 - Huevos | Trozos y especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/trozos-y-especiales
 - Huevos | Con cereal e infantiles -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/con-cereal-e-infantiles
 - Huevos | Probióticos y funcionales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/probioticos-y-funcionales
 - Huevos | Formato familiar -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/formato-familiar
 - Huevos | Mantequillas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas
 - Huevos | Mantequilla -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/mantequilla
 - Huevos | Margarina y manteca -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/margarina-y-manteca
 - Huevos | Huevos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos
 - Huevos | Huevos gallina -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-gallina
 - Huevos | Huevos especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-especiales
 - Huevos | Postres -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres
 - Huevos | Compotas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/compotas
 - Huevos | Jaleas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/jaleas
 - Huevos | Flanes -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/flanes
 - Huevos | Leche asada y arroz con leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/leche-asada-y-arroz-con-leche
 - Huevos | Sémolas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/semolas
 - Huevos | Postres especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/postres-especiales
 - Huevos | Bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/bebidas-vegetales
 - Postres | Leches, cremas y bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales
 - Postres | Leches blancas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-blancas
 - Postres | Leches sin lactosa -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-sin-lactosa
 - Postres | Leches saborizadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-saborizadas
 - Postres | Leches cultivadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-cultivadas
 - Postres | Cremas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/cremas
 - Postres | Leche en polvo y suplementos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leche-en-polvo-y-suplementos
 - Postres | Saborizantes para leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/saborizantes-para-leche
 - Postres | Bebidas lácteas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/bebidas-lacteas
 - Postres | Leches individuales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-individuales
 - Postres | Yoghurt -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt
 - Postres | Batido -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/batido
 - Postres | Proteína -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/proteina
 - Postres | Trozos y especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/trozos-y-especiales
 - Postres | Con cereal e infantiles -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/con-cereal-e-infantiles
 - Postres | Probióticos y funcionales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/probioticos-y-funcionales
 - Postres | Formato familiar -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/formato-familiar
 - Postres | Mantequillas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas
 - Postres | Mantequilla -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/mantequilla
 - Postres | Margarina y manteca -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/margarina-y-manteca
 - Postres | Huevos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos
 - Postres | Huevos gallina -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-gallina
 - Postres | Huevos especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-especiales
 - Postres | Postres -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres
 - Postres | Compotas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/compotas
 - Postres | Jaleas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/jaleas
 - Postres | Flanes -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/flanes
 - Postres | Leche asada y arroz con leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/leche-asada-y-arroz-con-leche
 - Postres | Sémolas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/semolas
 - Postres | Postres especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/postres-especiales
 - Postres | Bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/bebidas-vegetales
 - Bebidas vegetales | Leches, cremas y bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales
 - Bebidas vegetales | Leches blancas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-blancas
 - Bebidas vegetales | Leches sin lactosa -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-sin-lactosa
 - Bebidas vegetales | Leches saborizadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-saborizadas
 - Bebidas vegetales | Leches cultivadas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-cultivadas
 - Bebidas vegetales | Cremas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/cremas
 - Bebidas vegetales | Leche en polvo y suplementos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leche-en-polvo-y-suplementos
 - Bebidas vegetales | Saborizantes para leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/saborizantes-para-leche
 - Bebidas vegetales | Bebidas lácteas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/bebidas-lacteas
 - Bebidas vegetales | Leches individuales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-cremas-y-bebidas-vegetales/leches-individuales
 - Bebidas vegetales | Yoghurt -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt
 - Bebidas vegetales | Batido -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/batido
 - Bebidas vegetales | Proteína -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/proteina
 - Bebidas vegetales | Trozos y especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/trozos-y-especiales
 - Bebidas vegetales | Con cereal e infantiles -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/con-cereal-e-infantiles
 - Bebidas vegetales | Probióticos y funcionales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/probioticos-y-funcionales
 - Bebidas vegetales | Formato familiar -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/yoghurt/formato-familiar
 - Bebidas vegetales | Mantequillas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas
 - Bebidas vegetales | Mantequilla -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/mantequilla
 - Bebidas vegetales | Margarina y manteca -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/mantequillas/margarina-y-manteca
 - Bebidas vegetales | Huevos -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos
 - Bebidas vegetales | Huevos gallina -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-gallina
 - Bebidas vegetales | Huevos especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/huevos/huevos-especiales
 - Bebidas vegetales | Postres -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres
 - Bebidas vegetales | Compotas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/compotas
 - Bebidas vegetales | Jaleas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/jaleas
 - Bebidas vegetales | Flanes -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/flanes
 - Bebidas vegetales | Leche asada y arroz con leche -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/leche-asada-y-arroz-con-leche
 - Bebidas vegetales | Sémolas -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/semolas
 - Bebidas vegetales | Postres especiales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/postres/postres-especiales
 - Bebidas vegetales | Bebidas vegetales -> https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/bebidas-vegetales

Scrape: [Leches, cremas y bebidas vegetales] Leches, cremas y bebidas vegetales
  productos únicos: 100

Scrape: [Leches, cremas y bebidas vegetales] Leches blancas
  productos únicos: 28

Scrape: [Leches, cremas y bebidas vegetales] Leches sin lactosa
  productos únicos: 25

Scrape: [Leches, cremas y bebidas vegetales] Leches saborizadas
  productos únicos: 29

Scrape: [Leches, cremas y bebidas vegetales] Leches cultivadas
  productos únicos: 23

Scrape: [Leches, cremas y bebidas vegetales] Cremas
  productos únicos: 34

Scrape: [Leches, cremas y bebidas vegetales] Leche en polvo y suplementos
  productos únicos: 39

Scrape: [Leches, cremas y bebidas vegetales] Saborizantes para leche
  productos únicos: 30

Scrape: [Leches, cremas y bebidas vegetales] Bebidas lácteas
  productos únicos: 7

Scrape: [Leches, cremas y bebidas vegetales] Leches individuales
  productos únicos: 57

Scrape: [Leches, cremas y bebidas vegetales] Yoghurt
  productos únicos: 100

Scrape: [Leches, cremas y bebidas vegetales] Batido
  productos únicos: 69

Scrape: [Leches, cremas y bebidas vegetales] Proteína
  productos únicos: 31

Scrape: [Leches, cremas y bebidas vegetales] Trozos y especiales
  productos únicos: 45

Scrape: [Leches, cremas y bebidas vegetales] Con cereal e infantiles
  productos únicos: 10

Scrape: [Leches, cremas y bebidas vegetales] Probióticos y funcionales
  productos únicos: 28

Scrape: [Leches, cremas y bebidas vegetales] Formato familiar
  productos únicos: 32

Scrape: [Leches, cremas y bebidas vegetales] Mantequillas
  productos únicos: 58

Scrape: [Leches, cremas y bebidas vegetales] Mantequilla
  productos únicos: 29

Scrape: [Leches, cremas y bebidas vegetales] Margarina y manteca
  productos únicos: 29

Scrape: [Leches, cremas y bebidas vegetales] Huevos
  productos únicos: 49

Scrape: [Leches, cremas y bebidas vegetales] Huevos gallina
  productos únicos: 48

Scrape: [Leches, cremas y bebidas vegetales] Huevos especiales
  productos únicos: 1

Scrape: [Leches, cremas y bebidas vegetales] Postres
  productos únicos: 100

Scrape: [Leches, cremas y bebidas vegetales] Compotas
  productos únicos: 33

Scrape: [Leches, cremas y bebidas vegetales] Jaleas
  productos únicos: 31

Scrape: [Leches, cremas y bebidas vegetales] Flanes
  productos únicos: 10

Scrape: [Leches, cremas y bebidas vegetales] Leche asada y arroz con leche
  productos únicos: 5

Scrape: [Leches, cremas y bebidas vegetales] Sémolas
  productos únicos: 7

Scrape: [Leches, cremas y bebidas vegetales] Postres especiales
  productos únicos: 32

Scrape: [Leches, cremas y bebidas vegetales] Bebidas vegetales
  productos únicos: 30

Scrape: [Yoghurt] Leches, cremas y bebidas vegetales
  productos únicos: 100

Scrape: [Yoghurt] Leches blancas
  productos únicos: 28

Scrape: [Yoghurt] Leches sin lactosa
  productos únicos: 25

Scrape: [Yoghurt] Leches saborizadas
  productos únicos: 29

Scrape: [Yoghurt] Leches cultivadas
