sku;name;brand;price;list_price;discount_price;in_offer;net_content;unit;price_per_unit;price_per_unit_list;saving_text;image_url;detail_url;category;subcategory;last_category;category_url;page_num;extracted_at;supermarket;archivo;ruta_archivo;timestamp_archivo;mtime_archivo;category_std;name_clean;brand_clean;category_std_clean;subcategory_clean;last_category_clean;all_text;list_price_num;price_num;discount_price_num;effective_price;unit_family;size_std;cart_query;match_score
7805;Cereal Natur arroz inflado bolsa 20 g;Natur;480;480;;False;1 un;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/210893/000000000000007087-UN-01.jpg?v=637520321569070000;https://www.unimarc.cl/arroz-inflado-natur-sobre-20-gr/p;desayunos_dulces;Cereales;Cereal inflado;https://www.unimarc.cl/category/desayuno-y-dulces/cereales/cereal-inflado;;2026-03-09T19:25:34;unimarc;unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\desayunos_dulces\unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;2026-03-09 19:31:27;;;cereal natur arroz inflado bolsa 20 g;natur;;cereales;cereal inflado;cereal natur arroz inflado bolsa 20 g natur  cereales cereal inflado;480.0;480.0;;480.0;mass;20.0;arroz;10.0
78114;Sopa Nuestra Cocina pollo con arroz 70 g;Nuestra Cocina;500;500;;False;1 un;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/218384/000000000000652049-UN-01.jpg?v=637635370387570000;https://www.unimarc.cl/sopa-pollo-con-arroz-nuestra-cocina-70gr/p;despensa;Comida instantánea y preparada;Sopas, cremas y bases;https://www.unimarc.cl/category/despensa/comida-instantanea-y-preparada/sopas-cremas-y-bases;;2026-03-09T19:44:09;unimarc;unimarc_despensa_subcats_20260309_194612.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\despensa\unimarc_despensa_subcats_20260309_194612.csv;2026-03-09 19:46:12;;;sopa nuestra cocina pollo con arroz 70 g;nuestra cocina;;comida instantanea y preparada;sopas cremas y bases;sopa nuestra cocina pollo con arroz 70 g nuestra cocina  comida instantanea y preparada sopas cremas y bases;500.0;500.0;;500.0;mass;70.0;arroz;10.0
78940;Galletas de arroz Tucapel dulces 25 g;Tucapel;520;520;;False;1 un;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/221661/000000000652433002-UN-01.jpg?v=637727692422230000;https://www.unimarc.cl/galletas-de-arroz-tucapel-25-gr-dulce/p;desayunos_dulces;Galletas y colaciones dulces;Galletas colación;https://www.unimarc.cl/category/desayuno-y-dulces/galletas-y-colaciones-dulces/galletas-colacion;;2026-03-09T19:29:46;unimarc;unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\desayunos_dulces\unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;2026-03-09 19:31:27;;;galletas de arroz tucapel dulces 25 g;tucapel;;galletas y colaciones dulces;galletas colacion;galletas de arroz tucapel dulces 25 g tucapel  galletas y colaciones dulces galletas colacion;520.0;520.0;;520.0;mass;25.0;arroz;10.0
78939;Galletas de arroz Tucapel clásicas 25 g;Tucapel;520;520;;False;1 un;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/221663/000000000652433001-UN-01.jpg?v=637727696893270000;https://www.unimarc.cl/galletas-de-arroz-tucapel-25-gr-clasica/p;desayunos_dulces;Galletas y colaciones dulces;Galletas colación;https://www.unimarc.cl/category/desayuno-y-dulces/galletas-y-colaciones-dulces/galletas-colacion;;2026-03-09T19:29:46;unimarc;unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\desayunos_dulces\unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;2026-03-09 19:31:27;;;galletas de arroz tucapel clasicas 25 g;tucapel;;galletas y colaciones dulces;galletas colacion;galletas de arroz tucapel clasicas 25 g tucapel  galletas y colaciones dulces galletas colacion;520.0;520.0;;520.0;mass;25.0;arroz;10.0
15998;Galletas de arroz Mizos chocolate 20 g;Mizos;560;560;;False;1 un;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/218817/000000000000778437-UN-01.jpg?v=637647223789270000;https://www.unimarc.cl/galletas-de-arroz-chocolate-mizos-20-gr/p;desayunos_dulces;Galletas y colaciones dulces;Galletas saludables;https://www.unimarc.cl/category/desayuno-y-dulces/galletas-y-colaciones-dulces/galletas-saludables;;2026-03-09T19:29:24;unimarc;unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\desayunos_dulces\unimarc_desayuno-y-dulces_subcats_20260309_193127.csv;2026-03-09 19:31:27;;;galletas de arroz mizos chocolate 20 g;mizos;;galletas y colaciones dulces;galletas saludables;galletas de arroz mizos chocolate 20 g mizos  galletas y colaciones dulces galletas saludables;560.0;560.0;;560.0;mass;20.0;arroz;10.0
83588;Aceite Vegetal Libre de Colesterol 900 ml;Cuisine & Co;1600;1750;;True;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/365445-250-250/Aceite-vegetal-libre-de-colesterol-900-ml.jpg?v=638776759108030000;https://www.jumbo.cl/aceite-vegetal-libre-de-colesterol-900-ml-cuisine-and-co-1800913/p;despensa;;Aceite;;1.0;2026-03-02T23:09:50;jumbo;jumbo_despensa_20260302_232131.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\despensa\jumbo_despensa_20260302_232131.csv;2026-03-02 23:21:31;;;aceite vegetal libre de colesterol 900 ml;cuisine co;;;aceite;aceite vegetal libre de colesterol 900 ml cuisine co   aceite;1750.0;1600.0;;1750.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
83588;Aceite Vegetal Libre de Colesterol 900 ml;Cuisine & Co;1600;1750;;True;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/365445-250-250/Aceite-vegetal-libre-de-colesterol-900-ml.jpg?v=638776759108030000;https://www.jumbo.cl/aceite-vegetal-libre-de-colesterol-900-ml-cuisine-and-co-1800913/p;despensa;;Aceites, Sal y Condimentos (Mostrar todo);;1.0;2026-03-02T23:10:55;jumbo;jumbo_despensa_20260302_232131.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\despensa\jumbo_despensa_20260302_232131.csv;2026-03-02 23:21:31;;;aceite vegetal libre de colesterol 900 ml;cuisine co;;;aceites sal y condimentos mostrar todo;aceite vegetal libre de colesterol 900 ml cuisine co   aceites sal y condimentos mostrar todo;1750.0;1600.0;;1750.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
112665;Aceite Vegetal Cuisine & Co 900 ml;Cuisine & Co;1600;1850;;True;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/379897-250-250/Aceite-vegetal-900-ml.jpg?v=638776820960930000;https://www.jumbo.cl/aceite-vegetal-cuisine-and-co-900-ml-1927104/p;despensa;;Aceite;;1.0;2026-03-02T23:09:50;jumbo;jumbo_despensa_20260302_232131.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\despensa\jumbo_despensa_20260302_232131.csv;2026-03-02 23:21:31;;;aceite vegetal cuisine co 900 ml;cuisine co;;;aceite;aceite vegetal cuisine co 900 ml cuisine co   aceite;1850.0;1600.0;;1850.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
15750;Sardinas en Aceite Vegetal Vigilante 88 g drenado;Vigilante;2290;2290;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/303839-250-250/Sardinas-en-aceite-vegetal-88-g-drenado.jpg?v=638776378222900000;https://www.jumbo.cl/sardinas-en-aceite-vegetal-vigilante-120-g/p;despensa;;Conservas de Pescado;;1.0;2026-03-02T23:08:23;jumbo;jumbo_despensa_20260302_232131.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\despensa\jumbo_despensa_20260302_232131.csv;2026-03-02 23:21:31;;;sardinas en aceite vegetal vigilante 88 g drenado;vigilante;;;conservas de pescado;sardinas en aceite vegetal vigilante 88 g drenado vigilante   conservas de pescado;2290.0;2290.0;;2290.0;mass;88.0;aceite vegetal 1 litro;13.333333333333332
15754;Calamares en Trozos Vigilante en Aceite Vegetal 115 g;Vigilante;2490;2490;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/303902-250-250/Calamares-en-trozos-Vigilante-115-g-en-aceite-vegetal.jpg?v=638776378342900000;https://www.jumbo.cl/calamares-en-trozos-vigilante-115-g-en-aceite-vegetal/p;despensa;;Conservas de Mariscos;;2.0;2026-03-02T23:08:54;jumbo;jumbo_despensa_20260302_232131.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\despensa\jumbo_despensa_20260302_232131.csv;2026-03-02 23:21:31;;;calamares en trozos vigilante en aceite vegetal 115 g;vigilante;;;conservas de mariscos;calamares en trozos vigilante en aceite vegetal 115 g vigilante   conservas de mariscos;2490.0;2490.0;;2490.0;mass;115.0;aceite vegetal 1 litro;13.333333333333332
dom_7;Aceite Vegetal Botella, 900 ml;;1690;1878;;True;;;;;;https://i5.walmartimages.cl/asr/da59efc1-5642-4460-a4a1-f8c34010d745.4374af96701d95a538f065389b2a013f.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/aceites-y-aderezos/00779027200798;despensa;Aceites y Aderezos > Aceites;;;1.0;2026-03-17T21:50:31;lider;lider_despensa_20260317_215808.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\despensa\lider_despensa_20260317_215808.csv;2026-03-17 21:58:08;;;aceite vegetal botella 900 ml;;;aceites y aderezos aceites;;aceite vegetal botella 900 ml   aceites y aderezos aceites;1878.0;1690.0;;1878.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
dom_8;Aceite Vegetal Botella, 1 L;;2390;2390;;False;;;;;;https://i5.walmartimages.cl/asr/1cfdac04-364d-42e9-a798-69ea27bbde3a.f83cd2295aa553a9e93ef5cc92ba8e5d.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/aceites-y-aderezos/00780281001202;despensa;Aceites y Aderezos > Aceites;;;1.0;2026-03-17T21:50:31;lider;lider_despensa_20260317_215808.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\despensa\lider_despensa_20260317_215808.csv;2026-03-17 21:58:08;;;aceite vegetal botella 1 l;;;aceites y aderezos aceites;;aceite vegetal botella 1 l   aceites y aderezos aceites;2390.0;2390.0;;2390.0;volume;1000.0;aceite vegetal 1 litro;13.333333333333332
dom_1;Aceite Vegetal Botella, 900 ml;;750;2750;;True;;;;;;https://i5.walmartimages.cl/asr/76d151af-8862-4b06-aad0-7e7123ea5dcc.9b1ea66bb49c9b53a2915e570076dda1.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/aceites-y-aderezos/00779027200831;despensa;Aceites y Aderezos > Aceites;;;1.0;2026-03-17T21:50:31;lider;lider_despensa_20260317_215808.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\despensa\lider_despensa_20260317_215808.csv;2026-03-17 21:58:08;;;aceite vegetal botella 900 ml;;;aceites y aderezos aceites;;aceite vegetal botella 900 ml   aceites y aderezos aceites;2750.0;750.0;;2750.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
dom_9;Aceite Vegetal Botella, 900 ml;;2590;2878;;True;;;;;;https://i5.walmartimages.cl/asr/079fa639-8d55-4a1e-9f6b-aa1ebffdda3d.cee4439ac1b9741c6468a19cbd048828.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/aceites-y-aderezos/00780132024202;despensa;Aceites y Aderezos > Aceites;;;1.0;2026-03-17T21:50:31;lider;lider_despensa_20260317_215808.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\despensa\lider_despensa_20260317_215808.csv;2026-03-17 21:58:08;;;aceite vegetal botella 900 ml;;;aceites y aderezos aceites;;aceite vegetal botella 900 ml   aceites y aderezos aceites;2878.0;2590.0;;2878.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
dom_6;Pebre Listo Con Aceite Vegetal Pote, 250 g;;2090;8360;;True;;;;;;https://i5.walmartimages.cl/asr/92c0a199-7c65-45c2-a3fe-4043ad9159f2.9376addb6ee732db87555077eaeeb602.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/frutas-y-ensaladas-listas/00347397258000;frutas_y_verduras;Frutas y Ensaladas Listas > Complementos ensaladas;;;1.0;2026-03-17T22:31:46;lider;lider_frutas_y_verduras_20260317_223211.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\frutas_y_verduras\lider_frutas_y_verduras_20260317_223211.csv;2026-03-17 22:32:11;;;pebre listo con aceite vegetal pote 250 g;;;frutas y ensaladas listas complementos ensaladas;;pebre listo con aceite vegetal pote 250 g   frutas y ensaladas listas complementos ensaladas;8360.0;2090.0;;8360.0;mass;250.0;aceite vegetal 1 litro;13.333333333333332
11944;Aceite Merkat vegetal 900 ml;Merkat;1550;1550;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/173406/000000000000358358-UN.jpg?v=636632716501930000;https://www.unimarc.cl/aceite-vegetal-merkat-900-cc/p;despensa;Aceite y aliños;Aceite vegetal;https://www.unimarc.cl/category/despensa/aceite-y-alinos/aceite-vegetal;;2026-03-09T19:35:15;unimarc;unimarc_despensa_subcats_20260309_194612.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\despensa\unimarc_despensa_subcats_20260309_194612.csv;2026-03-09 19:46:12;;;aceite merkat vegetal 900 ml;merkat;;aceite y alinos;aceite vegetal;aceite merkat vegetal 900 ml merkat  aceite y alinos aceite vegetal;1550.0;1550.0;;1550.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
77701;Aceite Nuestra Cocina vegetal botella 900 ml;Nuestra Cocina;1790;1890;1790.0;True;1 un;litro;;;Ahorras $100;https://unimarc.vtexassets.com/arquivos/ids/222335/000000000000651290-UN-01.jpg?v=637751806566500000;https://www.unimarc.cl/aceite-vegetal-nuestra-cocina-900-ml/p;despensa;Aceite y aliños;Aceite vegetal;https://www.unimarc.cl/category/despensa/aceite-y-alinos/aceite-vegetal;;2026-03-09T19:35:15;unimarc;unimarc_despensa_subcats_20260309_194612.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\despensa\unimarc_despensa_subcats_20260309_194612.csv;2026-03-09 19:46:12;;;aceite nuestra cocina vegetal botella 900 ml;nuestra cocina;;aceite y alinos;aceite vegetal;aceite nuestra cocina vegetal botella 900 ml nuestra cocina  aceite y alinos aceite vegetal;1890.0;1790.0;17900.0;1890.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
70481;Aceite vegetal Merkat 1.5 L;Merkat;2650;2650;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/196419/Aceite-vegetal-Merkat-15-L-1-96460.jpg?v=637272528203300000;https://www.unimarc.cl/aceite-vegetal-merkat-1-5-l/p;despensa;Aceite y aliños;Aceite vegetal;https://www.unimarc.cl/category/despensa/aceite-y-alinos/aceite-vegetal;;2026-03-09T19:35:15;unimarc;unimarc_despensa_subcats_20260309_194612.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\despensa\unimarc_despensa_subcats_20260309_194612.csv;2026-03-09 19:46:12;;;aceite vegetal merkat 1.5 l;merkat;;aceite y alinos;aceite vegetal;aceite vegetal merkat 1.5 l merkat  aceite y alinos aceite vegetal;2650.0;2650.0;;2650.0;volume;15000.0;aceite vegetal 1 litro;13.333333333333332
78606;Aceite vegetal Natura 900 ml;Natura;2000;2850;2000.0;True;1 un;litro;;;Ahorras $850;https://unimarc.vtexassets.com/arquivos/ids/222337/000000000000652565-UN-01.jpg?v=637751807574300000;https://www.unimarc.cl/aceite-vegetal-natura-900-ml/p;despensa;Aceite y aliños;Aceite vegetal;https://www.unimarc.cl/category/despensa/aceite-y-alinos/aceite-vegetal;;2026-03-09T19:35:15;unimarc;unimarc_despensa_subcats_20260309_194612.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\despensa\unimarc_despensa_subcats_20260309_194612.csv;2026-03-09 19:46:12;;;aceite vegetal natura 900 ml;natura;;aceite y alinos;aceite vegetal;aceite vegetal natura 900 ml natura  aceite y alinos aceite vegetal;2850.0;2000.0;20000.0;2850.0;volume;900.0;aceite vegetal 1 litro;13.333333333333332
7;Aceite Belmont vegetal con canola 1 L;Belmont;2390;3250;2390.0;True;1 un;litro;;;Ahorras $860;https://unimarc.vtexassets.com/arquivos/ids/196494/000000000000004933-UN-01.jpg?v=637273445302730000;https://www.unimarc.cl/aceite-vegetal-con-canola-belmont-1-l/p;despensa;Aceite y aliños;Aceite vegetal;https://www.unimarc.cl/category/despensa/aceite-y-alinos/aceite-vegetal;;2026-03-09T19:35:15;unimarc;unimarc_despensa_subcats_20260309_194612.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\despensa\unimarc_despensa_subcats_20260309_194612.csv;2026-03-09 19:46:12;;;aceite belmont vegetal con canola 1 l;belmont;;aceite y alinos;aceite vegetal;aceite belmont vegetal con canola 1 l belmont  aceite y alinos aceite vegetal;3250.0;2390.0;23900.0;3250.0;volume;1000.0;aceite vegetal 1 litro;13.333333333333332
